class	parent_class	field	type_code	type_size_bytes	type_guess	offset_dec	offset_hex	elem_count	enum_table	reg_func	parent_reg_func	call_site	class_confidence
FlyingVehicleData	VehicleData	autoInputDamping	5	4	F32	1136	0x470	1		0x0060f820	0x006099e0	0x0060f8b0	vtable-init
FlyingVehicleData	VehicleData	steeringForce	5	4	F32	1140	0x474	1		0x0060f820	0x006099e0	0x0060f8c8	vtable-init
FlyingVehicleData	VehicleData	steeringRollForce	5	4	F32	1144	0x478	1		0x0060f820	0x006099e0	0x0060f8e0	vtable-init
FlyingVehicleData	VehicleData	rollForce	5	4	F32	1148	0x47c	1		0x0060f820	0x006099e0	0x0060f8f8	vtable-init
FlyingVehicleData	VehicleData	autoAngularForce	5	4	F32	1152	0x480	1		0x0060f820	0x006099e0	0x0060f910	vtable-init
FlyingVehicleData	VehicleData	rotationalDrag	5	4	F32	1156	0x484	1		0x0060f820	0x006099e0	0x0060f928	vtable-init
FlyingVehicleData	VehicleData	maxAutoSpeed	5	4	F32	1160	0x488	1		0x0060f820	0x006099e0	0x0060f958	vtable-init
FlyingVehicleData	VehicleData	autoLinearForce	5	4	F32	1164	0x48c	1		0x0060f820	0x006099e0	0x0060f940	vtable-init
FlyingVehicleData	VehicleData	hoverHeight	5	4	F32	1168	0x490	1		0x0060f820	0x006099e0	0x0060f988	vtable-init
FlyingVehicleData	VehicleData	createHoverHeight	5	4	F32	1172	0x494	1		0x0060f820	0x006099e0	0x0060f9a0	vtable-init
FlyingVehicleData	VehicleData	maxForwardSpeed	5	4	F32	1176	0x498	1		0x0060f820	0x006099e0	0x0060f970	vtable-init
FlyingVehicleData	VehicleData	vertThrustMultiple	5	4	F32	1180	0x49c	1		0x0060f820	0x006099e0	0x0060fa30	vtable-init
ForceFieldBareData	GameBaseData	fadeMS	1	4	S32	68	0x44	1		0x006751a0	0x005e27d0	0x006751b5	vtable-init
ForceFieldBareData	GameBaseData	baseTranslucency	5	4	F32	72	0x48	1		0x006751a0	0x005e27d0	0x006751ca	vtable-init
ForceFieldBareData	GameBaseData	powerOffTranslucency	5	4	F32	76	0x4c	1		0x006751a0	0x005e27d0	0x006751df	vtable-init
ForceFieldBareData	GameBaseData	texture	7	4	string(char*)	80	0x50	5		0x006751a0	0x005e27d0	0x00675254	vtable-init
ForceFieldBareData	GameBaseData	umapping	5	4	F32	120	0x78	1		0x006751a0	0x005e27d0	0x006752b1	vtable-init
ForceFieldBareData	GameBaseData	vmapping	5	4	F32	124	0x7c	1		0x006751a0	0x005e27d0	0x006752c6	vtable-init
ForceFieldBareData	GameBaseData	scrollSpeed	5	4	F32	128	0x80	1		0x006751a0	0x005e27d0	0x0067529c	vtable-init
ForceFieldBareData	GameBaseData	framesPerSec	1	4	S32	132	0x84	1		0x006751a0	0x005e27d0	0x0067526c	vtable-init
ForceFieldBareData	GameBaseData	numFrames	1	4	S32	136	0x88	1		0x006751a0	0x005e27d0	0x00675284	vtable-init
ForceFieldBareData	GameBaseData	teamPermiable	3	1	bool(4)	140	0x8c	1		0x006751a0	0x005e27d0	0x006751f7	vtable-init
ForceFieldBareData	GameBaseData	otherPermiable	3	1	bool(4)	141	0x8d	1		0x006751a0	0x005e27d0	0x0067520f	vtable-init
ForceFieldBareData	GameBaseData	color	12	16	ColorF(16B)	144	0x90	1		0x006751a0	0x005e27d0	0x00675227	vtable-init
ForceFieldBareData	GameBaseData	powerOffColor	12	16	ColorF(16B)	160	0xa0	1		0x006751a0	0x005e27d0	0x0067523f	vtable-init
GameBase	SceneObject	dataBlock	24	4	DataBlock*	584	0x248	1		0x005e3670	0x0058c7f0	0x005e36b6	vtable-init
GameBase	SceneObject	nameTag	8	4	string-ptr	588	0x24c	1		0x005e3670	0x0058c7f0	0x005e369e	vtable-init
GameBase	SceneObject	lockCount	1	4	S32	636	0x27c	1		0x005e3670	0x0058c7f0	0x005e36ce	vtable-init
GameBase	SceneObject	homingCount	1	4	S32	640	0x280	1		0x005e3670	0x0058c7f0	0x005e36e6	vtable-init
GameBaseData	SimDataBlock	catagory	8	4	string-ptr	60	0x3c	1		0x005e27d0		0x005e27e5	vtable-init
GameBaseData	SimDataBlock	className	7	4	string(char*)	64	0x40	1		0x005e27d0		0x005e27fa	vtable-init
GameTSCtrl	GuiTSCtrl	beaconBaseTextureName	7	4	string(char*)	508	0x1fc	1		0x0068a560	0x004b6960	0x0068a578	vtable-init
GameTSCtrl	GuiTSCtrl	beaconTargetTextureName	7	4	string(char*)	512	0x200	1		0x0068a560	0x004b6960	0x0068a590	vtable-init
GameTSCtrl	GuiTSCtrl	beaconTargetPeriod	1	4	S32	516	0x204	1		0x0068a560	0x004b6960	0x0068a5a8	vtable-init
GameTSCtrl	GuiTSCtrl	beaconsVisible	3	1	bool(4)	520	0x208	1		0x0068a560	0x004b6960	0x0068a5c0	vtable-init
GameTSCtrl	GuiTSCtrl	enemyBeaconLineBeginColor	12	16	ColorF(16B)	524	0x20c	1		0x0068a560	0x004b6960	0x0068a5d8	vtable-init
GameTSCtrl	GuiTSCtrl	enemyBeaconLineEndColor	12	16	ColorF(16B)	540	0x21c	1		0x0068a560	0x004b6960	0x0068a5f0	vtable-init
GameTSCtrl	GuiTSCtrl	vehicleBeaconLineBeginColor	12	16	ColorF(16B)	556	0x22c	1		0x0068a560	0x004b6960	0x0068a608	vtable-init
GameTSCtrl	GuiTSCtrl	vehicleBeaconLineEndColor	12	16	ColorF(16B)	572	0x23c	1		0x0068a560	0x004b6960	0x0068a620	vtable-init
GameTSCtrl	GuiTSCtrl	friendBeaconLineBeginColor	12	16	ColorF(16B)	588	0x24c	1		0x0068a560	0x004b6960	0x0068a638	vtable-init
GameTSCtrl	GuiTSCtrl	friendBeaconLineEndColor	12	16	ColorF(16B)	604	0x25c	1		0x0068a560	0x004b6960	0x0068a650	vtable-init
GameTSCtrl	GuiTSCtrl	beaconLineWidth	5	4	F32	620	0x26c	1		0x0068a560	0x004b6960	0x0068a668	vtable-init
GameTSCtrl	GuiTSCtrl	beaconTextYOffset	1	4	S32	624	0x270	1		0x0068a560	0x004b6960	0x0068a680	vtable-init
GameTSCtrl	GuiTSCtrl	showAlternateTarget	3	1	bool(4)	628	0x274	1		0x0068a560	0x004b6960	0x0068a698	vtable-init
GrenadeProjectileData	ProjectileData	grenadeElasticity	5	4	F32	312	0x138	1		0x006333d0	0x006303f0	0x00633418	vtable-init
GrenadeProjectileData	ProjectileData	grenadeFriction	5	4	F32	316	0x13c	1		0x006333d0	0x006303f0	0x00633430	vtable-init
GrenadeProjectileData	ProjectileData	gravityMod	5	4	F32	320	0x140	1		0x006333d0	0x006303f0	0x00633478	vtable-init
GrenadeProjectileData	ProjectileData	muzzleVelocity	5	4	F32	324	0x144	1		0x006333d0	0x006303f0	0x00633400	vtable-init
GrenadeProjectileData	ProjectileData	armingDelayMS	1	4	S32	328	0x148	1		0x006333d0	0x006303f0	0x006333e8	vtable-init
GrenadeProjectileData	ProjectileData	drag	5	4	F32	332	0x14c	1		0x006333d0	0x006303f0	0x00633448	vtable-init
GrenadeProjectileData	ProjectileData	density	5	4	F32	336	0x150	1		0x006333d0	0x006303f0	0x00633460	vtable-init
GrenadeProjectileData	ProjectileData	lifetimeMS	1	4	S32	340	0x154	1		0x006333d0	0x006303f0	0x00633490	vtable-init
GuiAviBitmapCtrl	GuiBitmapCtrl	aviFilename	7	4	string(char*)	148	0x94	1		0x004df6e0	0x004b6960	0x004df6f8	inferred-by-elimination
GuiAviBitmapCtrl	GuiBitmapCtrl	wavFilename	7	4	string(char*)	152	0x98	1		0x004df6e0	0x004b6960	0x004df710	inferred-by-elimination
GuiAviBitmapCtrl	GuiBitmapCtrl	done	3	1	bool(4)	197	0xc5	1		0x004df6e0	0x004b6960	0x004df740	inferred-by-elimination
GuiAviBitmapCtrl	GuiBitmapCtrl	letterBox	3	1	bool(4)	198	0xc6	1		0x004df6e0	0x004b6960	0x004df758	inferred-by-elimination
GuiAviBitmapCtrl	GuiBitmapCtrl	speed	5	4	F32	204	0xcc	1		0x004df6e0	0x004b6960	0x004df770	inferred-by-elimination
GuiAviBitmapCtrl	GuiBitmapCtrl	swapRB	3	1	bool(4)	276	0x114	1		0x004df6e0	0x004b6960	0x004df728	inferred-by-elimination
GuiBitmapCtrl	GuiControl	bitmap	7	4	string(char*)	148	0x94	1		0x004ad700	0x004b6960	0x004ad718	vtable-init
GuiBitmapCtrl	GuiControl	wrap	3	1	bool(4)	164	0xa4	1		0x004ad700	0x004b6960	0x004ad730	vtable-init
GuiButtonBaseCtrl	GuiControl	text	8	4	string-ptr	148	0x94	1		0x004c5cc0	0x004b6960	0x004c5cd8	vtable-init
GuiButtonBaseCtrl	GuiControl	buttonType	9	4	enum(S32)+table	156	0x9c	1	0x7ee47c	0x004c5cc0	0x004b6960	0x004c5d0b	vtable-init
GuiButtonBaseCtrl	GuiControl	groupNum	1	4	S32	160	0xa0	1		0x004c5cc0	0x004b6960	0x004c5cf0	vtable-init
GuiButtonCtrl	GuiControl	text	8	4	string-ptr	156	0x9c	1		0x004adcc0	0x004b6960	0x004adcd8	vtable-init
GuiChatMenuTreeCtrl	GuiTreeViewCtrl	altFontColor	11	4	ColorI(4B)	288	0x120	1		0x004da7f0	0x004ced90	0x004da808	vtable-init
GuiChatMenuTreeCtrl	GuiTreeViewCtrl	altFontColorHL	11	4	ColorI(4B)	292	0x124	1		0x004da7f0	0x004ced90	0x004da820	vtable-init
GuiChatMenuTreeCtrl	GuiTreeViewCtrl	altFontColorSE	11	4	ColorI(4B)	296	0x128	1		0x004da7f0	0x004ced90	0x004da838	vtable-init
GuiChunkedBitmapCtrl	GuiControl	bitmap	7	4	string(char*)	148	0x94	1		0x004b44e0	0x004b6960	0x004b44f8	vtable-init
GuiChunkedBitmapCtrl	GuiControl	useVariable	3	1	bool(4)	156	0x9c	1		0x004b44e0	0x004b6960	0x004b4510	vtable-init
GuiCommanderMap	GuiTSCtrl	defaultCursor	7	4	string(char*)	61704	0xf108	1		0x0065f650	0x004b6960	0x0065f668	vtable-init
GuiCommanderMap	GuiTSCtrl	arrowCursor	7	4	string(char*)	61708	0xf10c	1		0x0065f650	0x004b6960	0x0065f680	vtable-init
GuiCommanderMap	GuiTSCtrl	handCursor	7	4	string(char*)	61712	0xf110	1		0x0065f650	0x004b6960	0x0065f698	vtable-init
GuiCommanderMap	GuiTSCtrl	moveCursor	7	4	string(char*)	61716	0xf114	1		0x0065f650	0x004b6960	0x0065f6b0	vtable-init
GuiCommanderMap	GuiTSCtrl	zoomCursor	7	4	string(char*)	61720	0xf118	1		0x0065f650	0x004b6960	0x0065f6c8	vtable-init
GuiCommanderMap	GuiTSCtrl	addCursor	7	4	string(char*)	61724	0xf11c	1		0x0065f650	0x004b6960	0x0065f6e0	vtable-init
GuiCommanderMap	GuiTSCtrl	removeCursor	7	4	string(char*)	61728	0xf120	1		0x0065f650	0x004b6960	0x0065f6f8	vtable-init
GuiCommanderMap	GuiTSCtrl	cameraOffset	5	4	F32	61732	0xf124	1		0x0065f650	0x004b6960	0x0065f728	vtable-init
GuiCommanderMap	GuiTSCtrl	cameraZoomTime	1	4	S32	61736	0xf128	1		0x0065f650	0x004b6960	0x0065f740	vtable-init
GuiCommanderMap	GuiTSCtrl	cameraMoveTime	1	4	S32	61740	0xf12c	1		0x0065f650	0x004b6960	0x0065f758	vtable-init
GuiCommanderMap	GuiTSCtrl	mouseSelectRectColor	11	4	ColorI(4B)	61748	0xf134	1		0x0065f650	0x004b6960	0x0065f710	vtable-init
GuiCommanderMap	GuiTSCtrl	defaultIconName	7	4	string(char*)	61752	0xf138	1		0x0065f650	0x004b6960	0x0065f770	vtable-init
GuiCommanderMap	GuiTSCtrl	waypointIconName	7	4	string(char*)	61756	0xf13c	1		0x0065f650	0x004b6960	0x0065f788	vtable-init
GuiCommanderMap	GuiTSCtrl	assignedTaskIconName	7	4	string(char*)	61760	0xf140	1		0x0065f650	0x004b6960	0x0065f7a0	vtable-init
GuiCommanderMap	GuiTSCtrl	potentialTaskIconName	7	4	string(char*)	61764	0xf144	1		0x0065f650	0x004b6960	0x0065f7b8	vtable-init
GuiCommanderMap	GuiTSCtrl	sensorSphereFrameAlpha	1	4	S32	61768	0xf148	1		0x0065f650	0x004b6960	0x0065f7d0	vtable-init
GuiCommanderMap	GuiTSCtrl	sensorSphereFillAlpha	1	4	S32	61772	0xf14c	1		0x0065f650	0x004b6960	0x0065f7e8	vtable-init
GuiCommanderMap	GuiTSCtrl	sensorSphereDetailLevel	1	4	S32	61776	0xf150	1		0x0065f650	0x004b6960	0x0065f800	vtable-init
GuiCommanderMap	GuiTSCtrl	renderMissionArea	3	1	bool(4)	61780	0xf154	1		0x0065f650	0x004b6960	0x0065f818	vtable-init
GuiCommanderMap	GuiTSCtrl	missionAreaFillColor	11	4	ColorI(4B)	61781	0xf155	1		0x0065f650	0x004b6960	0x0065f830	vtable-init
GuiCommanderMap	GuiTSCtrl	missionAreaFrameColor	11	4	ColorI(4B)	61785	0xf159	1		0x0065f650	0x004b6960	0x0065f848	vtable-init
GuiCommanderMap	GuiTSCtrl	renderText	3	1	bool(4)	61789	0xf15d	1		0x0065f650	0x004b6960	0x0065f860	vtable-init
GuiCommanderMap	GuiTSCtrl	textOffset	1	4	S32	61792	0xf160	1		0x0065f650	0x004b6960	0x0065f878	vtable-init
GuiCommanderMap	GuiTSCtrl	hilightedObjectColor	11	4	ColorI(4B)	61796	0xf164	1		0x0065f650	0x004b6960	0x0065f890	vtable-init
GuiCommanderMap	GuiTSCtrl	selectedObjectColor	11	4	ColorI(4B)	61800	0xf168	1		0x0065f650	0x004b6960	0x0065f8a8	vtable-init
GuiCommanderMap	GuiTSCtrl	playerMarkerAngle	5	4	F32	61804	0xf16c	1		0x0065f650	0x004b6960	0x0065f8c0	vtable-init
GuiCommanderMap	GuiTSCtrl	playerMarkerOffset	5	4	F32	61808	0xf170	1		0x0065f650	0x004b6960	0x0065f8d8	vtable-init
GuiCommanderMap	GuiTSCtrl	playerMarkerLen	5	4	F32	61812	0xf174	1		0x0065f650	0x004b6960	0x0065f8f0	vtable-init
GuiCommanderMap	GuiTSCtrl	playerMarkerColor	11	4	ColorI(4B)	61816	0xf178	1		0x0065f650	0x004b6960	0x0065f908	vtable-init
GuiCommanderMap	GuiTSCtrl	enableEdgeMarkers	3	1	bool(4)	61820	0xf17c	1		0x0065f650	0x004b6960	0x0065f920	vtable-init
GuiCommanderMap	GuiTSCtrl	edgeMarkerSize	14	8	Point2I(8B)	61824	0xf180	1		0x0065f650	0x004b6960	0x0065f938	vtable-init
GuiCommanderMap	GuiTSCtrl	edgeMarkerTextureName	7	4	string(char*)	61828	0xf184	1		0x0065f650	0x004b6960	0x0065f950	vtable-init
GuiCommanderMap	GuiTSCtrl	renderSensors	3	1	bool(4)	61832	0xf188	1		0x0065f650	0x004b6960	0x0065f968	vtable-init
GuiCommanderMap	GuiTSCtrl	minIconSize	1	4	S32	61836	0xf18c	1		0x0065f650	0x004b6960	0x0065f980	vtable-init
GuiCommanderMap	GuiTSCtrl	maxIconSize	1	4	S32	61840	0xf190	1		0x0065f650	0x004b6960	0x0065f998	vtable-init
GuiCommanderMap	GuiTSCtrl	iconProjLen	5	4	F32	61844	0xf194	1		0x0065f650	0x004b6960	0x0065f9b0	vtable-init
GuiCommanderMap	GuiTSCtrl	minDistanceScale	5	4	F32	61848	0xf198	1		0x0065f650	0x004b6960	0x0065f9c8	vtable-init
GuiCommanderMap	GuiTSCtrl	maxDistanceScale	5	4	F32	61852	0xf19c	1		0x0065f650	0x004b6960	0x0065f9e0	vtable-init
GuiCommanderMap	GuiTSCtrl	screenFrameSize	5	4	F32	61856	0xf1a0	1		0x0065f650	0x004b6960	0x0065f9f8	vtable-init
GuiCommanderMapButton	GuiButtonCtrl	bitmap	7	4	string(char*)	228	0xe4	1		0x00664bd0	0x004adcc0	0x00664be8	vtable-init
GuiCommanderMapButton	GuiButtonCtrl	mouseRegion	18	16	RectI(16B)	232	0xe8	1		0x00664bd0	0x004adcc0	0x00664c00	vtable-init
GuiCommanderMapCheckbox	GuiCheckBoxCtrl	bitmap	7	4	string(char*)	244	0xf4	1		0x00665360	0x004c1360	0x00665378	vtable-init
GuiCommanderMapCheckbox	GuiCheckBoxCtrl	mouseRegion	18	16	RectI(16B)	248	0xf8	1		0x00665360	0x004c1360	0x00665390	vtable-init
GuiCommanderMapPopupMenu	GuiPopUpMenuCtrl	entryHilightColor	11	4	ColorI(4B)	264	0x108	1		0x00665c70	0x004c8ae0	0x00665c88	vtable-init
GuiCommanderMapPopupMenu	GuiPopUpMenuCtrl	entrySelectColor	11	4	ColorI(4B)	268	0x10c	1		0x00665c70	0x004c8ae0	0x00665ca0	vtable-init
GuiCommanderMapPopupMenu	GuiPopUpMenuCtrl	backdropBitmapName	7	4	string(char*)	272	0x110	1		0x00665c70	0x004c8ae0	0x00665cb8	vtable-init
GuiCommanderMapPopupMenu	GuiPopUpMenuCtrl	frameOffset	1	4	S32	276	0x114	1		0x00665c70	0x004c8ae0	0x00665cd0	vtable-init
GuiCommanderMapPopupMenu	GuiPopUpMenuCtrl	frameSize	1	4	S32	280	0x118	1		0x00665c70	0x004c8ae0	0x00665ce8	vtable-init
GuiCommanderTV	GameTSCtrl	frameBitmap	7	4	string(char*)	660	0x294	1		0x00660190	0x0068a560	0x006601a8	vtable-init
GuiCommanderTV	GameTSCtrl	staticBitmap	7	4	string(char*)	664	0x298	1		0x00660190	0x0068a560	0x006601c0	vtable-init
GuiCommanderTV	GameTSCtrl	attached	3	1	bool(4)	668	0x29c	1		0x00660190	0x0068a560	0x006601d8	vtable-init
GuiCommanderTree	GuiControl	backdropBitmapName	7	4	string(char*)	2448	0x990	1		0x006641b0	0x004b6960	0x006641c8	vtable-init
GuiCommanderTree	GuiControl	headerFontType	7	4	string(char*)	2452	0x994	1		0x006641b0	0x004b6960	0x006641e0	vtable-init
GuiCommanderTree	GuiControl	entryFontType	7	4	string(char*)	2456	0x998	1		0x006641b0	0x004b6960	0x006641f8	vtable-init
GuiCommanderTree	GuiControl	clientNoneFontType	7	4	string(char*)	2460	0x99c	1		0x006641b0	0x004b6960	0x00664210	vtable-init
GuiCommanderTree	GuiControl	headerFontSize	1	4	S32	2464	0x9a0	1		0x006641b0	0x004b6960	0x00664228	vtable-init
GuiCommanderTree	GuiControl	entryFontSize	1	4	S32	2468	0x9a4	1		0x006641b0	0x004b6960	0x00664240	vtable-init
GuiCommanderTree	GuiControl	clientNoneFontSize	1	4	S32	2472	0x9a8	1		0x006641b0	0x004b6960	0x00664258	vtable-init
GuiCommanderTree	GuiControl	entryIconOffset	14	8	Point2I(8B)	2476	0x9ac	1		0x006641b0	0x004b6960	0x00664270	vtable-init
GuiCommanderTree	GuiControl	entryTextOffset	14	8	Point2I(8B)	2484	0x9b4	1		0x006641b0	0x004b6960	0x00664288	vtable-init
GuiCommanderTree	GuiControl	headerBitmapName	7	4	string(char*)	2492	0x9bc	1		0x006641b0	0x004b6960	0x006642a0	vtable-init
GuiCommanderTree	GuiControl	headerTextOffset	14	8	Point2I(8B)	2496	0x9c0	1		0x006641b0	0x004b6960	0x006642b8	vtable-init
GuiCommanderTree	GuiControl	clientNoneText	7	4	string(char*)	2504	0x9c8	1		0x006641b0	0x004b6960	0x006642d0	vtable-init
GuiCommanderTree	GuiControl	headerHeight	1	4	S32	2508	0x9cc	1		0x006641b0	0x004b6960	0x006642e8	vtable-init
GuiCommanderTree	GuiControl	entryHeight	1	4	S32	2512	0x9d0	1		0x006641b0	0x004b6960	0x00664300	vtable-init
GuiCommanderTree	GuiControl	entryHilightColor	11	4	ColorI(4B)	2516	0x9d4	1		0x006641b0	0x004b6960	0x00664318	vtable-init
GuiCommanderTree	GuiControl	entrySelectColor	11	4	ColorI(4B)	2520	0x9d8	1		0x006641b0	0x004b6960	0x00664330	vtable-init
GuiCommanderTree	GuiControl	categoryOpenTime	1	4	S32	2524	0x9dc	1		0x006641b0	0x004b6960	0x00664348	vtable-init
GuiCommanderTree	GuiControl	damageColors	2	12	S32?	2528	0x9e0	1		0x006641b0	0x004b6960	0x00664360	vtable-init
GuiCommanderTree	GuiControl	objectControlRect	18	16	RectI(16B)	2540	0x9ec	1		0x006641b0	0x004b6960	0x00664378	vtable-init
GuiCommanderTree	GuiControl	objectControlBitmapName	7	4	string(char*)	2556	0x9fc	1		0x006641b0	0x004b6960	0x00664390	vtable-init
GuiConsoleTextCtrl	GuiControl	expression	8	4	string-ptr	148	0x94	1		0x004b51b0	0x004b6960	0x004b51c8	vtable-init
GuiControl	SimGroup	profile	23	4	GuiProfile*	72	0x48	1		0x004b6960		0x004b6975	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	visible	3	1	bool(4)	76	0x4c	1		0x004b6960		0x004b69f9	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	hideCursor	3	1	bool(4)	80	0x50	1		0x004b6960		0x004b6a24	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	bypassHideCursor	3	1	bool(4)	81	0x51	1		0x004b6960		0x004b6a39	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	position	14	8	Point2I(8B)	88	0x58	1		0x004b6960		0x004b69ba	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	extent	14	8	Point2I(8B)	96	0x60	1		0x004b6960		0x004b69cf	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	minExtent	14	8	Point2I(8B)	104	0x68	1		0x004b6960		0x004b69e4	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	horizSizing	9	4	enum(S32)+table	116	0x74	1	0x7ee2c0	0x004b6960		0x004b698d	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	vertSizing	9	4	enum(S32)+table	120	0x78	1	0x7ee2c8	0x004b6960		0x004b69a5	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	variable	7	4	string(char*)	124	0x7c	1		0x004b6960		0x004b6a4e	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	command	7	4	string(char*)	128	0x80	1		0x004b6960		0x004b6a66	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	altCommand	7	4	string(char*)	132	0x84	1		0x004b6960		0x004b6a7e	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	accelerator	7	4	string(char*)	136	0x88	1		0x004b6960		0x004b6a96	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControl	SimGroup	helpTag	1	4	S32	140	0x8c	1		0x004b6960		0x004b6aae	vtable-init(ambiguous:GuiControl/GuiNoMouseCtrl)
GuiControlProfile	SimObject	tab	3	1	bool(4)	52	0x34	1		0x004c69c0		0x004c69d5	vtable-init
GuiControlProfile	SimObject	canKeyFocus	3	1	bool(4)	53	0x35	1		0x004c69c0		0x004c69ea	vtable-init
GuiControlProfile	SimObject	modal	3	1	bool(4)	54	0x36	1		0x004c69c0		0x004c69ff	vtable-init
GuiControlProfile	SimObject	opaque	3	1	bool(4)	55	0x37	1		0x004c69c0		0x004c6a14	vtable-init
GuiControlProfile	SimObject	fillColor	11	4	ColorI(4B)	56	0x38	1		0x004c69c0		0x004c6a29	vtable-init
GuiControlProfile	SimObject	fillColorHL	11	4	ColorI(4B)	60	0x3c	1		0x004c69c0		0x004c6a3e	vtable-init
GuiControlProfile	SimObject	fillColorNA	11	4	ColorI(4B)	64	0x40	1		0x004c69c0		0x004c6a53	vtable-init
GuiControlProfile	SimObject	border	3	1	bool(4)	68	0x44	1		0x004c69c0		0x004c6a68	vtable-init
GuiControlProfile	SimObject	borderColor	11	4	ColorI(4B)	69	0x45	1		0x004c69c0		0x004c6a7d	vtable-init
GuiControlProfile	SimObject	borderColorHL	11	4	ColorI(4B)	73	0x49	1		0x004c69c0		0x004c6a92	vtable-init
GuiControlProfile	SimObject	borderColorNA	11	4	ColorI(4B)	77	0x4d	1		0x004c69c0		0x004c6aa7	vtable-init
GuiControlProfile	SimObject	fontType	7	4	string(char*)	84	0x54	1		0x004c69c0		0x004c6abc	vtable-init
GuiControlProfile	SimObject	fontSize	1	4	S32	88	0x58	1		0x004c69c0		0x004c6ad1	vtable-init
GuiControlProfile	SimObject	fontColors	11	4	ColorI(4B)	92	0x5c	10		0x004c69c0		0x004c6ae6	vtable-init
GuiControlProfile	SimObject	fontColor	11	4	ColorI(4B)	92	0x5c	1		0x004c69c0		0x004c6afb	vtable-init
GuiControlProfile	SimObject	fontColorHL	11	4	ColorI(4B)	96	0x60	1		0x004c69c0		0x004c6b10	vtable-init
GuiControlProfile	SimObject	fontColorNA	11	4	ColorI(4B)	100	0x64	1		0x004c69c0		0x004c6b25	vtable-init
GuiControlProfile	SimObject	fontColorSEL	11	4	ColorI(4B)	104	0x68	1		0x004c69c0		0x004c6b3a	vtable-init
GuiControlProfile	SimObject	justify	9	4	enum(S32)+table	152	0x98	1	0x7ee498	0x004c69c0		0x004c6b55	vtable-init
GuiControlProfile	SimObject	autoSizeWidth	3	1	bool(4)	156	0x9c	1		0x004c69c0		0x004c6b9d	vtable-init
GuiControlProfile	SimObject	autoSizeHeight	3	1	bool(4)	157	0x9d	1		0x004c69c0		0x004c6bb5	vtable-init
GuiControlProfile	SimObject	returnTab	3	1	bool(4)	158	0x9e	1		0x004c69c0		0x004c6bcd	vtable-init
GuiControlProfile	SimObject	numbersOnly	3	1	bool(4)	159	0x9f	1		0x004c69c0		0x004c6be5	vtable-init
GuiControlProfile	SimObject	cursorColor	11	4	ColorI(4B)	160	0xa0	1		0x004c69c0		0x004c6bfd	vtable-init
GuiControlProfile	SimObject	bitmapBase	7	4	string(char*)	164	0xa4	1		0x004c69c0		0x004c6b85	vtable-init
GuiControlProfile	SimObject	textOffset	14	8	Point2I(8B)	168	0xa8	1		0x004c69c0		0x004c6b6d	vtable-init
GuiControlProfile	SimObject	bitmap	7	4	string(char*)	176	0xb0	1		0x004c69c0		0x004c6c15	vtable-init
GuiControlProfile	SimObject	soundButtonDown	34	4	AudioProfile*	184	0xb8	1		0x004c69c0		0x004c6c2d	vtable-init
GuiControlProfile	SimObject	soundButtonOver	34	4	AudioProfile*	188	0xbc	1		0x004c69c0		0x004c6c45	vtable-init
GuiCursor	SimObject	bitmapName	7	4	string(char*)	48	0x30	1		0x004c6570		0x004c659a	vtable-init
GuiCursor	SimObject	hotSpot	14	8	Point2I(8B)	52	0x34	1		0x004c6570		0x004c6585	vtable-init
GuiEmailBrowser	ShellFancyArray	iconBase	7	4	string(char*)	544	0x220	1		0x0067bb90	0x004eb9e0	0x0067bba8	vtable-init
GuiEmailBrowser	ShellFancyArray	unreadFontType	7	4	string(char*)	556	0x22c	1		0x0067bb90	0x004eb9e0	0x0067bbc0	vtable-init
GuiEmailBrowser	ShellFancyArray	unreadFontSize	1	4	S32	560	0x230	1		0x0067bb90	0x004eb9e0	0x0067bbd8	vtable-init
GuiEmailBrowser	ShellFancyArray	unreadFontColor	11	4	ColorI(4B)	564	0x234	1		0x0067bb90	0x004eb9e0	0x0067bbf0	vtable-init
GuiFadeinBitmapCtrl	GuiBitmapCtrl	done	3	1	bool(4)	172	0xac	1		0x004b5840	0x004ad700	0x004b589a	vtable-init(inlined-into-init)
GuiFadeinBitmapCtrl	GuiBitmapCtrl	fadeTime	1	4	S32	176	0xb0	1		0x004b5840	0x004ad700	0x004b5882	vtable-init(inlined-into-init)
